area_id,num_transactions,population,age_0_17,age_18_64,age_65+
E05000563,8141,10811,2451,6683,1677
E05000564,6136,11772,2569,7851,1352
E05000565,6830,10900,2578,6471,1851
E05000566,5712,10400,2084,6596,1720
E05000567,8620,11055,2355,7116,1584
E05000568,7604,10635,2494,6658,1483
E05000569,4942,11563,2628,7333,1602
E05000570,4992,10767,2326,6495,1946
E05000571,9849,12132,3220,7775,1137
E05000572,6867,12866,3083,8050,1733
E05000590,208961,14157,3487,9599,1071
E05000591,147171,13179,3030,9150,999
E05000592,158560,14775,3962,9591,1222
E05000593,168824,10609,2047,6081,2481
E05000594,198477,11108,2336,6798,1974
E05000595,343728,13255,3014,8986,1255
E05000596,207535,15184,3245,10820,1119
E05000597,356095,12375,3174,7778,1423
E05000598,282928,11626,2690,6921,2015
E05000599,68579,14849,3370,10312,1167
E05000600,81729,14298,4018,9177,1103
E05000601,142908,14543,3454,9837,1252
E05000602,182307,12085,2678,7524,1883
E05000603,241435,15881,4131,10337,1413
E05000604,211771,15442,4170,10088,1184
E05000605,362094,13599,2630,9919,1050
E05000606,111224,13639,3439,9082,1118
E05000607,123480,12349,2969,7664,1716
E05000608,86499,13706,3473,9089,1144
E05000609,174714,14012,3713,9015,1284
E05000610,118493,15665,2710,11681,1274
E05000611,46668,14240,2460,10674,1106
E05000612,50682,16349,3044,12193,1112
E05000613,24057,15380,2500,11098,1782
E05000614,22205,15216,2166,11965,1085
E05000615,54816,16834,4025,11137,1672
E05000616,39371,15561,3160,11048,1353
E05000617,80739,15945,3263,11340,1342
E05000618,42739,14742,2669,10587,1486
E05000619,50256,16128,3421,11650,1057
E05000620,192982,17592,2903,13164,1525
E05000621,18225,16790,3744,11313,1733
E05000622,57547,17897,3005,12913,1979
E05000623,32490,15510,2151,12143,1216
E05000624,45361,16402,3644,11319,1439
E05000625,18890,15615,2844,11165,1606
E05000626,47465,16348,3239,11525,1584
E05000627,25907,15261,3237,10710,1314
E05000628,32648,16502,3633,11195,1674
E05000629,20509,15500,3218,10224,2058
E05000630,82443,12944,2761,8386,1797
E05000631,34091,11184,1776,8242,1166
E05000632,66063,12959,1805,9667,1487
E05000633,24466,10634,2396,6870,1368
E05000634,207071,12674,3303,7831,1540
E05000635,38892,12927,2894,8842,1191
E05000636,69016,12253,1861,8963,1429
E05000637,19007,10433,1475,7648,1310
E05000638,47881,14401,1990,11044,1367
E05000639,129381,11388,2371,7754,1263
E05000640,68024,10929,2350,7550,1029
E05000641,20325,11894,1526,8989,1379
E05000642,37633,13504,3457,8714,1333
E05000643,126499,13186,2318,8669,2199
E05000644,84829,10884,1349,8029,1506
E05000645,17253,8996,1162,6365,1469
E05000646,21954,11276,1828,7916,1532
E05000647,13667,10086,1364,7483,1239
E05000648,78810,13668,3492,8851,1325
E05000649,26604,11827,1132,9375,1320
E05009288,9689,1296,179,766,351
E05009292,4038,802,101,646,55
E05009302,12057,1350,152,850,348
E05009305,4264,962,95,756,111
E05009310,5526,1121,294,675,152
E05009317,131353,21280,5002,14941,1337
E05009318,71733,15473,2856,11930,687
E05009319,172230,18070,3567,13283,1220
E05009320,111859,13920,2903,9893,1124
E05009321,185089,8870,2367,5992,511
E05009322,154964,14217,4001,9576,640
E05009323,127644,17055,2924,13517,614
E05009324,51490,15189,2768,11541,880
E05009325,126600,17185,5319,10709,1157
E05009326,57290,7617,1274,5982,361
E05009327,118670,20353,5493,13705,1155
E05009328,38879,8054,2148,5473,433
E05009329,62034,14406,3615,9896,895
E05009330,50121,12123,1745,9519,859
E05009331,257902,18298,3813,13302,1183
E05009332,55724,15454,3880,10487,1087
E05009333,130937,13667,2377,10542,748
E05009334,48117,11933,2919,7997,1017
E05009335,176466,14716,2836,10908,972
E05009336,128726,15948,2990,12161,797
E05009367,24712,9225,1401,7271,553
E05009368,33045,14357,4536,8992,829
E05009369,53759,14501,3120,10263,1118
E05009370,37330,8149,1071,6673,405
E05009371,66277,7880,1294,5972,614
E05009372,145727,13696,2762,9794,1140
E05009373,81734,14092,2898,10134,1060
E05009374,247054,12668,2994,8688,986
