area_id,num_transactions,population,age_0_17,age_18_64,age_65+
E05000627,24244,15261,3237,10710,1314
E05000628,29098,16502,3633,11195,1674
E05000629,20304,15500,3218,10224,2058
E05000630,79255,12944,2761,8386,1797
E05000631,32663,11184,1776,8242,1166
E05000632,65060,12959,1805,9667,1487
E05000633,20988,10634,2396,6870,1368
E05000634,195945,12674,3303,7831,1540
E05000635,35281,12927,2894,8842,1191
E05000636,67724,12253,1861,8963,1429
E05000637,19599,10433,1475,7648,1310
E05000638,43617,14401,1990,11044,1367
E05000639,119310,11388,2371,7754,1263
E05000640,64634,10929,2350,7550,1029
E05000641,18700,11894,1526,8989,1379
E05000642,37098,13504,3457,8714,1333
E05000643,122171,13186,2318,8669,2199
E05000644,72887,10884,1349,8029,1506
E05000645,13765,8996,1162,6365,1469
E05000646,18599,11276,1828,7916,1532
E05000647,11806,10086,1364,7483,1239
E05000648,76432,13668,3492,8851,1325
E05000649,24664,11827,1132,9375,1320
E05009288,9440,1296,179,766,351
E05009292,4314,802,101,646,55
E05009302,10780,1350,152,850,348
E05009305,4610,962,95,756,111
E05009310,3630,1121,294,675,152
E05009317,125898,21280,5002,14941,1337
E05009318,71617,15473,2856,11930,687
E05009319,217463,18070,3567,13283,1220
E05009320,128376,13920,2903,9893,1124
E05009321,182390,8870,2367,5992,511
E05009322,152002,14217,4001,9576,640
E05009323,127650,17055,2924,13517,614
E05009324,51837,15189,2768,11541,880
E05009325,121932,17185,5319,10709,1157
E05009326,54769,7617,1274,5982,361
E05009327,118261,20353,5493,13705,1155
E05009328,38621,8054,2148,5473,433
E05009329,60436,14406,3615,9896,895
E05009330,45044,12123,1745,9519,859
E05009331,242856,18298,3813,13302,1183
E05009332,52184,15454,3880,10487,1087
E05009333,123487,13667,2377,10542,748
E05009334,48581,11933,2919,7997,1017
E05009335,167522,14716,2836,10908,972
E05009336,114310,15948,2990,12161,797
E05009367,23640,9225,1401,7271,553
E05009368,34156,14357,4536,8992,829
E05009369,51491,14501,3120,10263,1118
E05009370,36073,8149,1071,6673,405
E05009371,62044,7880,1294,5972,614
E05009372,143581,13696,2762,9794,1140
E05009373,80230,14092,2898,10134,1060
E05009374,238135,12668,2994,8688,986
E05009375,105458,14305,2884,10339,1082
E05009376,251617,12828,3150,8840,838
E05009377,49825,14016,2194,11133,689
E05009378,68178,14762,2495,11448,819
E05009379,138882,13497,3624,8637,1236
E05009380,112161,16030,3749,11144,1137
E05009381,89554,13676,2494,10030,1152
E05009382,40907,9627,1881,7143,603
E05009383,51673,19321,7267,10649,1405
E05009384,13398,8192,2874,4595,723
E05009385,39551,12758,2271,9476,1011
E05009386,170668,14372,3178,10095,1099
E05009387,28048,10674,2983,6829,862
E05009388,110166,9833,1731,6703,1399
E05009389,18218,12264,1808,8536,1920
E05009390,84203,9343,2026,5881,1436
E05009391,43015,8031,1374,5221,1436
E05009392,121014,9187,1579,6383,1225
E05009393,23414,9138,1397,6719,1022
E05009394,38143,7258,1734,4577,947
E05009395,132165,10667,1480,7981,1206
