area_id,num_transactions,population,age_0_17,age_18_64,age_65+
E05011227,8769,10623,1991,6243,2389
E05011228,6691,10896,2569,6757,1570
E05011229,7645,7859,1563,4522,1774
E05011230,12222,15395,3415,9086,2894
E05011231,12238,12437,3754,7458,1225
E05011232,28286,16756,5166,10258,1332
E05011233,17353,14263,3018,8562,2683
E05011234,21468,15355,3844,9564,1947
E05011235,30502,13204,2958,8220,2026
E05011236,55752,12409,2754,7907,1748
E05011237,21091,15941,4524,9926,1491
E05011238,71733,13836,3284,8794,1758
E05011239,42901,14088,3539,8488,2061
E05011240,24691,11963,3648,7374,941
E05011241,48477,13406,3092,8507,1807
E05011242,26110,13423,3074,8517,1832
E05011243,33004,15214,3708,9115,2391
E05011244,21238,14245,3889,9176,1180
E05011245,28109,13961,3476,8561,1924
E05011246,11354,13136,4072,8218,846
E05011247,31453,15771,5008,9523,1240
E05011248,34287,14813,4034,9058,1721
E05011249,49431,8814,1710,5155,1949
E05011250,20747,12219,3447,7483,1289
E05011251,17879,16306,4497,10262,1547
E05011252,53870,15099,3012,10137,1950
E05011253,35987,13733,3695,8791,1247
E05011254,175788,8907,1980,5526,1401
E05011255,193247,12085,2173,7927,1985
E05011462,11961,11779,2560,7574,1645
E05011463,11919,15455,3455,10269,1731
E05011464,26234,16620,4368,10447,1805
E05011465,13023,20095,5828,12779,1488
E05011466,8147,12446,2800,7496,2150
E05011467,58154,16775,3803,11159,1813
E05011468,10782,13406,3302,9385,719
E05011469,7420,10264,2360,6184,1720
E05011470,4459,11652,3971,6454,1227
E05011471,3911,11118,3088,6571,1459
E05011472,37007,13884,3354,8801,1729
E05011473,45642,9036,1959,5682,1395
E05011474,4166,9232,2005,5266,1961
E05011475,2809,5236,1115,3154,967
E05011476,12930,18855,4030,11603,3222
E05011477,7808,10816,2487,6818,1511
E05011478,5623,16107,3307,9342,3458
E05011479,12670,10450,2967,6419,1064
E05011481,3659,9881,1938,6038,1905
E05011482,13328,12940,2768,7675,2497
E05011483,6535,11246,2731,6677,1838
E05011484,15651,15233,3223,10323,1687
E05011485,43666,18010,4752,11588,1670
E05011486,33411,17298,4762,10841,1695
E05011487,11539,15592,4160,9750,1682
E05011488,22427,18271,5099,11378,1794
E05011489,77094,17570,4682,11401,1487
